name	bins	geneID	gname	tid	strand	gene_biotype
bins2777401_ENSG00000136870	bins2777401	ENSG00000136870	ZNF189	ENST00000374861	+	protein_coding
bins2777551_ENSG00000136872	bins2777551	ENSG00000136872	ALDOB	ENST00000374855	-	protein_coding
bins2777701_ENSG00000165152	bins2777701	ENSG00000165152	TMEM246	ENST00000374851	-	protein_coding
bins2777851_ENSG00000155827	bins2777851	ENSG00000155827	RNF20	ENST00000389120	+	protein_coding
bins2778001_ENSG00000188386	bins2778001	ENSG00000188386	PPP3R2	ENST00000374806	-	protein_coding
bins2778151_ENSG00000198785	bins2778151	ENSG00000198785	GRIN3A	ENST00000361820	-	protein_coding
bins2778301_ENSG00000155833	bins2778301	ENSG00000155833	CYLC2	ENST00000374798	+	protein_coding
bins2778451_ENSG00000136824	bins2778451	ENSG00000136824	SMC2	ENST00000286398	+	protein_coding
bins2778601_ENSG00000186881	bins2778601	ENSG00000186881	OR13F1	ENST00000334726	+	protein_coding
bins2778751_ENSG00000148136	bins2778751	ENSG00000148136	OR13C4	ENST00000277216	-	protein_coding
bins2778901_ENSG00000204246	bins2778901	ENSG00000204246	OR13C3	ENST00000374781	-	protein_coding
bins2779051_ENSG00000186943	bins2779051	ENSG00000186943	OR13C8	ENST00000335040	+	protein_coding
bins2779201_ENSG00000277556	bins2779201	ENSG00000277556	OR13C5	ENST00000374779	-	protein_coding
bins2779351_ENSG00000276119	bins2779351	ENSG00000276119	OR13C2	ENST00000542196	-	protein_coding
bins2779501_ENSG00000136839	bins2779501	ENSG00000136839	OR13C9	ENST00000259362	-	protein_coding
bins2779651_ENSG00000179055	bins2779651	ENSG00000179055	OR13D1	ENST00000318763	+	protein_coding
bins2779801_ENSG00000136783	bins2779801	ENSG00000136783	NIPSNAP3A	ENST00000374767	+	protein_coding
bins2779951_ENSG00000165028	bins2779951	ENSG00000165028	NIPSNAP3B	ENST00000460936	+	protein_coding
bins2780101_ENSG00000165029	bins2780101	ENSG00000165029	ABCA1	ENST00000374736	-	protein_coding
bins2780251_ENSG00000070214	bins2780251	ENSG00000070214	SLC44A1	ENST00000374724	+	protein_coding
bins2780401_ENSG00000106701	bins2780401	ENSG00000106701	FSD1L	ENST00000374710	+	protein_coding
bins2780551_ENSG00000106692	bins2780551	ENSG00000106692	FKTN	ENST00000223528	+	protein_coding
bins2780701_ENSG00000186051	bins2780701	ENSG00000186051	TAL2	ENST00000334077	+	protein_coding
bins2780851_ENSG00000095209	bins2780851	ENSG00000095209	TMEM38B	ENST00000374692	+	protein_coding
bins2781001_ENSG00000148143	bins2781001	ENSG00000148143	ZNF462	ENST00000277225	+	protein_coding
bins2781151_ENSG00000119318	bins2781151	ENSG00000119318	RAD23B	ENST00000358015	+	protein_coding
bins2781301_ENSG00000136826	bins2781301	ENSG00000136826	KLF4	ENST00000610832	-	protein_coding
bins2781451_ENSG00000148156	bins2781451	ENSG00000148156	ACTL7B	ENST00000374667	-	protein_coding
bins2781601_ENSG00000187003	bins2781601	ENSG00000187003	ACTL7A	ENST00000333999	+	protein_coding
bins2781751_ENSG00000070061	bins2781751	ENSG00000070061	IKBKAP	ENST00000374647	-	protein_coding
bins2781901_ENSG00000119328	bins2781901	ENSG00000119328	FAM206A	ENST00000374624	+	protein_coding
bins2782051_ENSG00000119326	bins2782051	ENSG00000119326	CTNNAL1	ENST00000325551	-	protein_coding
bins2782201_ENSG00000106771	bins2782201	ENSG00000106771	TMEM245	ENST00000374586	-	protein_coding
bins2782351_ENSG00000260230	bins2782351	ENSG00000260230	FRRS1L	ENST00000561981	-	protein_coding
bins2782501_ENSG00000095203	bins2782501	ENSG00000095203	EPB41L4B	ENST00000374566	-	protein_coding
bins2782651_ENSG00000070159	bins2782651	ENSG00000070159	PTPN3	ENST00000262539	-	protein_coding
bins2782801_ENSG00000243444	bins2782801	ENSG00000243444	PALM2	ENST00000374531	+	protein_coding
bins2782951_ENSG00000157654	bins2782951	ENSG00000157654	PALM2-AKAP2	ENST00000374530	+	protein_coding
bins2783101_ENSG00000241978	bins2783101	ENSG00000241978	AKAP2	ENST00000374525	+	protein_coding
bins2783251_ENSG00000188959	bins2783251	ENSG00000188959	C9orf152	ENST00000473442	-	protein_coding
bins2783401_ENSG00000136810	bins2783401	ENSG00000136810	TXN	ENST00000374517	-	protein_coding
bins2783551_ENSG00000204193	bins2783551	ENSG00000204193	TXNDC8	ENST00000374511	-	protein_coding
bins2783701_ENSG00000165124	bins2783701	ENSG00000165124	SVEP1	ENST00000401783	-	protein_coding
bins2783851_ENSG00000030304	bins2783851	ENSG00000030304	MUSK	ENST00000416899	+	protein_coding
bins2784001_ENSG00000198121	bins2784001	ENSG00000198121	LPAR1	ENST00000374431	-	protein_coding
bins2784151_ENSG00000171133	bins2784151	ENSG00000171133	OR2K2	ENST00000374428	-	protein_coding
bins2784301_ENSG00000136813	bins2784301	ENSG00000136813	KIAA0368	ENST00000259335	-	protein_coding
bins2784451_ENSG00000173258	bins2784451	ENSG00000173258	ZNF483	ENST00000358151	+	protein_coding
bins2784601_ENSG00000106853	bins2784601	ENSG00000106853	PTGR1	ENST00000538962	-	protein_coding
bins2784751_ENSG00000059769	bins2784751	ENSG00000059769	DNAJC25	ENST00000313525	+	protein_coding
bins2784901_ENSG00000244115	bins2784901	ENSG00000244115	DNAJC25-GNG10	ENST00000374294	+	protein_coding
bins2785051_ENSG00000242616	bins2785051	ENSG00000242616	GNG10	ENST00000374293	+	protein_coding
bins2785201_ENSG00000165181	bins2785201	ENSG00000165181	C9orf84	ENST00000318737	-	protein_coding
bins2785351_ENSG00000148154	bins2785351	ENSG00000148154	UGCG	ENST00000374279	+	protein_coding
bins2785501_ENSG00000106868	bins2785501	ENSG00000106868	SUSD1	ENST00000374270	-	protein_coding
bins2785651_ENSG00000119314	bins2785651	ENSG00000119314	PTBP3	ENST00000334318	-	protein_coding
bins2785801_ENSG00000119471	bins2785801	ENSG00000119471	HSDL2	ENST00000398805	+	protein_coding
bins2785951_ENSG00000165185	bins2785951	ENSG00000165185	KIAA1958	ENST00000337530	+	protein_coding
bins2786101_ENSG00000230185	bins2786101	ENSG00000230185	C9orf147	ENST00000412934	-	antisense
bins2786251_ENSG00000148153	bins2786251	ENSG00000148153	INIP	ENST00000374242	-	protein_coding
bins2786401_ENSG00000148158	bins2786401	ENSG00000148158	SNX30	ENST00000374232	+	protein_coding
bins2786551_ENSG00000119457	bins2786551	ENSG00000119457	SLC46A2	ENST00000374228	-	protein_coding
bins2786701_ENSG00000136866	bins2786701	ENSG00000136866	ZFP37	ENST00000374227	-	protein_coding
bins2786851_ENSG00000136867	bins2786851	ENSG00000136867	SLC31A2	ENST00000259392	+	protein_coding
bins2787001_ENSG00000119321	bins2787001	ENSG00000119321	FKBP15	ENST00000446284	-	protein_coding
bins2787151_ENSG00000136868	bins2787151	ENSG00000136868	SLC31A1	ENST00000374212	+	protein_coding
bins2787301_ENSG00000136875	bins2787301	ENSG00000136875	PRPF4	ENST00000374199	+	protein_coding
bins2787451_ENSG00000176386	bins2787451	ENSG00000176386	CDC26	ENST00000490408	-	protein_coding
bins2787601_ENSG00000165188	bins2787601	ENSG00000165188	RNF183	ENST00000297894	-	protein_coding
bins2787751_ENSG00000148225	bins2787751	ENSG00000148225	WDR31	ENST00000374193	-	protein_coding
bins2787901_ENSG00000119411	bins2787901	ENSG00000119411	BSPRY	ENST00000374183	+	protein_coding
bins2788051_ENSG00000119431	bins2788051	ENSG00000119431	HDHD3	ENST00000374180	-	protein_coding
bins2788201_ENSG00000148218	bins2788201	ENSG00000148218	ALAD	ENST00000409155	-	protein_coding
bins2788351_ENSG00000157653	bins2788351	ENSG00000157653	C9orf43	ENST00000374165	+	protein_coding
bins2788501_ENSG00000148229	bins2788501	ENSG00000148229	POLE3	ENST00000374171	-	protein_coding
bins2788651_ENSG00000138835	bins2788651	ENSG00000138835	RGS3	ENST00000374140	+	protein_coding
bins2788801_ENSG00000157657	bins2788801	ENSG00000157657	ZNF618	ENST00000288466	+	protein_coding
bins2788951_ENSG00000106927	bins2788951	ENSG00000106927	AMBP	ENST00000265132	-	protein_coding
bins2789101_ENSG00000136883	bins2789101	ENSG00000136883	KIF12	ENST00000498016	-	protein_coding
bins2789251_ENSG00000196739	bins2789251	ENSG00000196739	COL27A1	ENST00000356083	+	protein_coding
bins2789401_ENSG00000229314	bins2789401	ENSG00000229314	ORM1	ENST00000259396	+	protein_coding
bins2789551_ENSG00000228278	bins2789551	ENSG00000228278	ORM2	ENST00000431067	+	protein_coding
bins2789701_ENSG00000106948	bins2789701	ENSG00000106948	AKNA	ENST00000307564	-	protein_coding
bins2789851_ENSG00000095397	bins2789851	ENSG00000095397	DFNB31	ENST00000362057	-	protein_coding
bins2790001_ENSG00000136888	bins2790001	ENSG00000136888	ATP6V1G1	ENST00000374050	+	protein_coding
bins2790151_ENSG00000157693	bins2790151	ENSG00000157693	C9orf91	ENST00000374049	+	protein_coding
bins2790301_ENSG00000181634	bins2790301	ENSG00000181634	TNFSF15	ENST00000374045	-	protein_coding
bins2790451_ENSG00000106952	bins2790451	ENSG00000106952	TNFSF8	ENST00000618336	-	protein_coding
bins2790601_ENSG00000041982	bins2790601	ENSG00000041982	TNC	ENST00000535648	-	protein_coding
bins2790751_ENSG00000173077	bins2790751	ENSG00000173077	37226	ENST00000374016	+	protein_coding
bins2790901_ENSG00000182752	bins2790901	ENSG00000182752	PAPPA	ENST00000328252	+	protein_coding
bins2791051_ENSG00000119401	bins2791051	ENSG00000119401	TRIM32	ENST00000450136	+	protein_coding
bins2791201_ENSG00000148219	bins2791201	ENSG00000148219	ASTN2	ENST00000361209	-	protein_coding
bins2791351_ENSG00000136869	bins2791351	ENSG00000136869	TLR4	ENST00000355622	+	protein_coding
bins2791501_ENSG00000078725	bins2791501	ENSG00000078725	BRINP1	ENST00000265922	-	protein_coding
bins2791651_ENSG00000260970	bins2791651	ENSG00000260970	RP11-295D22.1	ENST00000565320	+	lincRNA
bins2791801_ENSG00000136861	bins2791801	ENSG00000136861	CDK5RAP2	ENST00000360822	-	protein_coding
bins2791951_ENSG00000106780	bins2791951	ENSG00000106780	MEGF9	ENST00000373930	-	protein_coding
bins2792101_ENSG00000119402	bins2792101	ENSG00000119402	FBXW2	ENST00000608872	-	protein_coding
bins2792251_ENSG00000095261	bins2792251	ENSG00000095261	PSMD5	ENST00000210313	-	protein_coding
bins2792401_ENSG00000119403	bins2792401	ENSG00000119403	PHF19	ENST00000616568	-	protein_coding
bins2792551_ENSG00000056558	bins2792551	ENSG00000056558	TRAF1	ENST00000540010	-	protein_coding
bins2792701_ENSG00000106804	bins2792701	ENSG00000106804	C5	ENST00000223642	-	protein_coding
bins2792851_ENSG00000119397	bins2792851	ENSG00000119397	CNTRL	ENST00000373855	+	protein_coding
bins2793001_ENSG00000148180	bins2793001	ENSG00000148180	GSN	ENST00000373823	+	protein_coding
bins2793151_ENSG00000119396	bins2793151	ENSG00000119396	RAB14	ENST00000451303	-	protein_coding
bins2793301_ENSG00000148175	bins2793301	ENSG00000148175	STOM	ENST00000538954	-	protein_coding
bins2793451_ENSG00000136848	bins2793451	ENSG00000136848	DAB2IP	ENST00000259371	+	protein_coding
bins2793601_ENSG00000175764	bins2793601	ENSG00000175764	TTLL11	ENST00000321582	-	protein_coding
bins2793751_ENSG00000119421	bins2793751	ENSG00000119421	NDUFA8	ENST00000373768	-	protein_coding
bins2793901_ENSG00000185681	bins2793901	ENSG00000185681	MORN5	ENST00000536616	+	protein_coding
bins2794051_ENSG00000106852	bins2794051	ENSG00000106852	LHX6	ENST00000340587	-	protein_coding
bins2794201_ENSG00000148187	bins2794201	ENSG00000148187	MRRF	ENST00000297908	+	protein_coding
bins2794351_ENSG00000119446	bins2794351	ENSG00000119446	RBM18	ENST00000417201	-	protein_coding
bins2794501_ENSG00000095303	bins2794501	ENSG00000095303	PTGS1	ENST00000540753	+	protein_coding
bins2794651_ENSG00000136834	bins2794651	ENSG00000136834	OR1J1	ENST00000259357	-	protein_coding
bins2794801_ENSG00000197233	bins2794801	ENSG00000197233	OR1J2	ENST00000335302	+	protein_coding
bins2794951_ENSG00000239590	bins2794951	ENSG00000239590	OR1J4	ENST00000340750	+	protein_coding
bins2795101_ENSG00000171505	bins2795101	ENSG00000171505	OR1N1	ENST00000619659	-	protein_coding
bins2795251_ENSG00000171501	bins2795251	ENSG00000171501	OR1N2	ENST00000616791	+	protein_coding
bins2795401_ENSG00000171496	bins2795401	ENSG00000171496	OR1L8	ENST00000304865	-	protein_coding
bins2795551_ENSG00000165202	bins2795551	ENSG00000165202	OR1Q1	ENST00000297913	+	protein_coding
bins2795701_ENSG00000171484	bins2795701	ENSG00000171484	OR1B1	ENST00000304833	-	protein_coding
bins2795851_ENSG00000173679	bins2795851	ENSG00000173679	OR1L1	ENST00000373686	+	protein_coding
bins2796001_ENSG00000171481	bins2796001	ENSG00000171481	OR1L3	ENST00000304820	+	protein_coding
bins2796151_ENSG00000136939	bins2796151	ENSG00000136939	OR1L4	ENST00000259466	+	protein_coding
bins2796301_ENSG00000171459	bins2796301	ENSG00000171459	OR1L6	ENST00000373684	+	protein_coding
bins2796451_ENSG00000148215	bins2796451	ENSG00000148215	OR5C1	ENST00000373680	+	protein_coding
bins2796601_ENSG00000165204	bins2796601	ENSG00000165204	OR1K1	ENST00000277309	+	protein_coding
bins2796751_ENSG00000136940	bins2796751	ENSG00000136940	PDCL	ENST00000436632	-	protein_coding
bins2796901_ENSG00000056586	bins2796901	ENSG00000056586	RC3H2	ENST00000498479	-	protein_coding
bins2797051_ENSG00000186130	bins2797051	ENSG00000186130	ZBTB6	ENST00000373659	-	protein_coding
bins2797201_ENSG00000171448	bins2797201	ENSG00000171448	ZBTB26	ENST00000373656	-	protein_coding
bins2797351_ENSG00000011454	bins2797351	ENSG00000011454	RABGAP1	ENST00000373647	+	protein_coding
bins2797501_ENSG00000188394	bins2797501	ENSG00000188394	GPR21	ENST00000373642	+	protein_coding
bins2797651_ENSG00000165209	bins2797651	ENSG00000165209	STRBP	ENST00000348403	-	protein_coding
bins2797801_ENSG00000148204	bins2797801	ENSG00000148204	CRB2	ENST00000373631	+	protein_coding
bins2797951_ENSG00000119522	bins2797951	ENSG00000119522	DENND1A	ENST00000373624	-	protein_coding
bins2798101_ENSG00000106689	bins2798101	ENSG00000106689	LHX2	ENST00000373615	+	protein_coding
bins2798251_ENSG00000119408	bins2798251	ENSG00000119408	NEK6	ENST00000373603	+	protein_coding
bins2798401_ENSG00000136930	bins2798401	ENSG00000136930	PSMB7	ENST00000259457	-	protein_coding
bins2798551_ENSG00000180264	bins2798551	ENSG00000180264	GPR144	ENST00000334810	+	protein_coding
bins2798701_ENSG00000136931	bins2798701	ENSG00000136931	NR5A1	ENST00000373588	-	protein_coding
bins2798851_ENSG00000148200	bins2798851	ENSG00000148200	NR6A1	ENST00000487099	-	protein_coding
bins2799001_ENSG00000185585	bins2799001	ENSG00000185585	OLFML2A	ENST00000373580	+	protein_coding
bins2799151_ENSG00000136918	bins2799151	ENSG00000136918	WDR38	ENST00000618744	+	protein_coding
bins2799301_ENSG00000136942	bins2799301	ENSG00000136942	RPL35	ENST00000348462	-	protein_coding
bins2799451_ENSG00000136950	bins2799451	ENSG00000136950	ARPC5L	ENST00000353214	+	protein_coding
bins2799601_ENSG00000136935	bins2799601	ENSG00000136935	GOLGA1	ENST00000373555	-	protein_coding
bins2799751_ENSG00000173611	bins2799751	ENSG00000173611	SCAI	ENST00000336505	-	protein_coding
bins2799901_ENSG00000119414	bins2799901	ENSG00000119414	PPP6C	ENST00000451402	-	protein_coding
bins2800051_ENSG00000136933	bins2800051	ENSG00000136933	RABEPK	ENST00000394125	+	protein_coding
bins2800201_ENSG00000044574	bins2800201	ENSG00000044574	HSPA5	ENST00000324460	-	protein_coding
bins2800351_ENSG00000165219	bins2800351	ENSG00000165219	GAPVD1	ENST00000470056	+	protein_coding
bins2800501_ENSG00000119487	bins2800501	ENSG00000119487	MAPKAP1	ENST00000265960	-	protein_coding
bins2800651_ENSG00000167081	bins2800651	ENSG00000167081	PBX3	ENST00000342287	+	protein_coding
bins2800801_ENSG00000196814	bins2800801	ENSG00000196814	MVB12B	ENST00000361171	+	protein_coding
bins2800951_ENSG00000136944	bins2800951	ENSG00000136944	LMX1B	ENST00000355497	+	protein_coding
bins2801101_ENSG00000169155	bins2801101	ENSG00000169155	ZBTB43	ENST00000449886	+	protein_coding
bins2801251_ENSG00000177125	bins2801251	ENSG00000177125	ZBTB34	ENST00000319119	+	protein_coding
bins2801401_ENSG00000136828	bins2801401	ENSG00000136828	RALGPS1	ENST00000259351	+	protein_coding
bins2801551_ENSG00000136859	bins2801551	ENSG00000136859	ANGPTL2	ENST00000373425	-	protein_coding
bins2801701_ENSG00000136895	bins2801701	ENSG00000136895	GARNL3	ENST00000435213	+	protein_coding
bins2801851_ENSG00000136856	bins2801851	ENSG00000136856	SLC2A8	ENST00000373371	+	protein_coding
bins2802001_ENSG00000196152	bins2802001	ENSG00000196152	ZNF79	ENST00000612342	+	protein_coding
bins2802151_ENSG00000197958	bins2802151	ENSG00000197958	RPL12	ENST00000497825	-	protein_coding
bins2802301_ENSG00000148356	bins2802301	ENSG00000148356	LRSAM1	ENST00000300417	+	protein_coding
bins2802451_ENSG00000136830	bins2802451	ENSG00000136830	FAM129B	ENST00000373314	-	protein_coding
bins2802601_ENSG00000136854	bins2802601	ENSG00000136854	STXBP1	ENST00000373302	+	protein_coding
bins2802751_ENSG00000160401	bins2802751	ENSG00000160401	C9orf117	ENST00000496009	+	protein_coding
bins2802901_ENSG00000167094	bins2802901	ENSG00000167094	TTC16	ENST00000373289	+	protein_coding
bins2803051_ENSG00000187024	bins2803051	ENSG00000187024	PTRH1	ENST00000335223	-	protein_coding
bins2803201_ENSG00000160404	bins2803201	ENSG00000160404	TOR2A	ENST00000373284	-	protein_coding
bins2803351_ENSG00000095370	bins2803351	ENSG00000095370	SH2D3C	ENST00000314830	-	protein_coding
bins2803501_ENSG00000136807	bins2803501	ENSG00000136807	CDK9	ENST00000373264	+	protein_coding
bins2803651_ENSG00000136877	bins2803651	ENSG00000136877	FPGS	ENST00000479375	+	protein_coding
bins2803801_ENSG00000106991	bins2803801	ENSG00000106991	ENG	ENST00000373203	-	protein_coding
bins2803951_ENSG00000106992	bins2803951	ENSG00000106992	AK1	ENST00000373176	-	protein_coding
bins2804101_ENSG00000160408	bins2804101	ENSG00000160408	ST6GALNAC6	ENST00000622357	-	protein_coding
bins2804251_ENSG00000136840	bins2804251	ENSG00000136840	ST6GALNAC4	ENST00000335791	-	protein_coding
bins2804401_ENSG00000167103	bins2804401	ENSG00000167103	PIP5KL1	ENST00000388747	-	protein_coding
bins2804551_ENSG00000136908	bins2804551	ENSG00000136908	DPM2	ENST00000314392	-	protein_coding
bins2804701_ENSG00000167106	bins2804701	ENSG00000167106	FAM102A	ENST00000373095	-	protein_coding
bins2804851_ENSG00000148339	bins2804851	ENSG00000148339	SLC25A25	ENST00000373068	+	protein_coding
bins2805001_ENSG00000171169	bins2805001	ENSG00000171169	NAIF1	ENST00000373078	-	protein_coding
bins2805151_ENSG00000148334	bins2805151	ENSG00000148334	PTGES2	ENST00000338961	-	protein_coding
bins2805301_ENSG00000148346	bins2805301	ENSG00000148346	LCN2	ENST00000373017	+	protein_coding
bins2805451_ENSG00000171159	bins2805451	ENSG00000171159	C9orf16	ENST00000372994	+	protein_coding
bins2805601_ENSG00000106976	bins2805601	ENSG00000106976	DNM1	ENST00000372923	+	protein_coding
bins2805751_ENSG00000148337	bins2805751	ENSG00000148337	CIZ1	ENST00000372948	-	protein_coding
bins2805901_ENSG00000175854	bins2805901	ENSG00000175854	SWI5	ENST00000372898	+	protein_coding
bins2806051_ENSG00000167110	bins2806051	ENSG00000167110	GOLGA2	ENST00000421699	-	protein_coding
bins2806201_ENSG00000167113	bins2806201	ENSG00000167113	COQ4	ENST00000300452	+	protein_coding
bins2806351_ENSG00000167112	bins2806351	ENSG00000167112	TRUB2	ENST00000372890	-	protein_coding
bins2806501_ENSG00000167114	bins2806501	ENSG00000167114	SLC27A4	ENST00000300456	+	protein_coding
bins2806651_ENSG00000167118	bins2806651	ENSG00000167118	URM1	ENST00000452446	+	protein_coding
bins2806801_ENSG00000167123	bins2806801	ENSG00000167123	CERCAM	ENST00000372842	+	protein_coding
bins2806951_ENSG00000136811	bins2806951	ENSG00000136811	ODF2	ENST00000351030	+	protein_coding
